antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({' Tisu Basah'}),frozenset({' Air Mineral'}),0.22033898305084745,0.4463276836158192,0.12429378531073447,0.5641025641025641,1.263875365141188,0.025950397395384475,1.2701894317048854
frozenset({' Air Mineral'}),frozenset({' Tisu Basah'}),0.4463276836158192,0.22033898305084745,0.12429378531073447,0.2784810126582279,1.263875365141188,0.025950397395384475,1.0805828129646151
frozenset({' Air Mineral'}),frozenset({'Indomie'}),0.4463276836158192,0.6836158192090396,0.4124293785310734,0.9240506329113923,1.3517104299612928,0.10731271346037213,4.165725047080975
frozenset({'Indomie'}),frozenset({' Air Mineral'}),0.6836158192090396,0.4463276836158192,0.4124293785310734,0.6033057851239669,1.351710429961293,0.10731271346037213,1.3957156308851224
frozenset({' Coklat'}),frozenset({' Ayam Potong'}),0.3107344632768362,0.24858757062146894,0.10734463276836158,0.3454545454545454,1.389669421487603,0.030099907434006812,1.1479912115505335
frozenset({' Ayam Potong'}),frozenset({' Coklat'}),0.24858757062146894,0.3107344632768362,0.10734463276836158,0.43181818181818177,1.389669421487603,0.030099907434006812,1.2131073446327683
frozenset({' Ayam Potong'}),frozenset({' Es Cream'}),0.24858757062146894,0.4293785310734463,0.12429378531073447,0.5,1.1644736842105263,0.017555619394171537,1.1412429378531073
frozenset({' Es Cream'}),frozenset({' Ayam Potong'}),0.4293785310734463,0.24858757062146894,0.12429378531073447,0.2894736842105263,1.1644736842105263,0.017555619394171537,1.05754341912534
frozenset({' Ayam Potong'}),frozenset({' Garam'}),0.24858757062146894,0.1977401129943503,0.10734463276836158,0.43181818181818177,2.1837662337662334,0.058188898464681275,1.4119774011299433
frozenset({' Garam'}),frozenset({' Ayam Potong'}),0.1977401129943503,0.24858757062146894,0.10734463276836158,0.5428571428571428,2.1837662337662334,0.058188898464681275,1.6437146892655365
frozenset({' Ayam Potong'}),frozenset({' Gula'}),0.24858757062146894,0.2033898305084746,0.12994350282485875,0.5227272727272727,2.5700757575757573,0.07938331896964473,1.6690879741727198
frozenset({' Gula'}),frozenset({' Ayam Potong'}),0.2033898305084746,0.24858757062146894,0.12994350282485875,0.6388888888888888,2.5700757575757573,0.07938331896964473,2.0808344198174704
frozenset({' Ayam Potong'}),frozenset({' Mentega'}),0.24858757062146894,0.20903954802259886,0.13559322033898305,0.5454545454545454,2.6093366093366095,0.08362858693223531,1.7401129943502824
frozenset({' Mentega'}),frozenset({' Ayam Potong'}),0.20903954802259886,0.24858757062146894,0.13559322033898305,0.6486486486486487,2.6093366093366095,0.08362858693223531,2.1386353759235117
frozenset({' Ayam Potong'}),frozenset({' Minumal Dingin'}),0.24858757062146894,0.4293785310734463,0.11864406779661017,0.47727272727272724,1.111543062200957,0.01190590188004724,1.091623679685581
frozenset({' Minumal Dingin'}),frozenset({' Ayam Potong'}),0.4293785310734463,0.24858757062146894,0.11864406779661017,0.27631578947368424,1.111543062200957,0.01190590188004724,1.0383153569594248
frozenset({' Ayam Potong'}),frozenset({' Minyak Goreng'}),0.24858757062146894,0.2937853107344633,0.1807909604519774,0.7272727272727272,2.475524475524475,0.1077595837722238,2.5894538606403006
frozenset({' Minyak Goreng'}),frozenset({' Ayam Potong'}),0.2937853107344633,0.24858757062146894,0.1807909604519774,0.6153846153846153,2.475524475524475,0.1077595837722238,1.9536723163841803
frozenset({' Ayam Potong'}),frozenset({' Sosis'}),0.24858757062146894,0.2937853107344633,0.11864406779661017,0.47727272727272724,1.6245629370629369,0.04561269111685658,1.3510194055514617
frozenset({' Sosis'}),frozenset({' Ayam Potong'}),0.2937853107344633,0.24858757062146894,0.11864406779661017,0.40384615384615385,1.624562937062937,0.04561269111685658,1.260433752505923
frozenset({' Ayam Potong'}),frozenset({' Telur'}),0.24858757062146894,0.5084745762711864,0.1751412429378531,0.7045454545454545,1.3856060606060605,0.04874078329981804,1.663624511082138
frozenset({' Telur'}),frozenset({' Ayam Potong'}),0.5084745762711864,0.24858757062146894,0.1751412429378531,0.34444444444444444,1.3856060606060605,0.04874078329981804,1.1462223498994542
frozenset({' Ayam Potong'}),frozenset({'Indomie'}),0.24858757062146894,0.6836158192090396,0.2033898305084746,0.8181818181818182,1.1968444778362135,0.03345143477289411,1.7401129943502829
frozenset({'Indomie'}),frozenset({' Ayam Potong'}),0.6836158192090396,0.24858757062146894,0.2033898305084746,0.2975206611570248,1.1968444778362133,0.03345143477289411,1.0696576935859088
frozenset({' Coklat'}),frozenset({' Bakso'}),0.3107344632768362,0.2542372881355932,0.12429378531073447,0.39999999999999997,1.5733333333333333,0.04529349803696256,1.2429378531073445
frozenset({' Bakso'}),frozenset({' Coklat'}),0.2542372881355932,0.3107344632768362,0.12429378531073447,0.48888888888888893,1.5733333333333333,0.04529349803696256,1.3485630066322771
frozenset({' Bakso'}),frozenset({' Es Cream'}),0.2542372881355932,0.4293785310734463,0.1638418079096045,0.6444444444444444,1.500877192982456,0.05467777458584698,1.6048728813559319
frozenset({' Es Cream'}),frozenset({' Bakso'}),0.4293785310734463,0.2542372881355932,0.1638418079096045,0.381578947368421,1.500877192982456,0.05467777458584698,1.2059141723764875
frozenset({' Bakso'}),frozenset({' Minumal Dingin'}),0.2542372881355932,0.4293785310734463,0.12429378531073447,0.48888888888888893,1.1385964912280704,0.015129751986976941,1.116433308769344
frozenset({' Minumal Dingin'}),frozenset({' Bakso'}),0.4293785310734463,0.2542372881355932,0.12429378531073447,0.2894736842105263,1.1385964912280702,0.015129751986976941,1.0495919648462022
frozenset({' Bakso'}),frozenset({' Minyak Goreng'}),0.2542372881355932,0.2937853107344633,0.10734463276836158,0.4222222222222222,1.4371794871794872,0.03265345207315905,1.2222946544980444
frozenset({' Minyak Goreng'}),frozenset({' Bakso'}),0.2937853107344633,0.2542372881355932,0.10734463276836158,0.36538461538461536,1.4371794871794872,0.03265345207315905,1.1751412429378532
frozenset({' Bakso'}),frozenset({' Sosis'}),0.2542372881355932,0.2937853107344633,0.1751412429378531,0.6888888888888889,2.3448717948717945,0.10045006224265057,2.2699757869249395
frozenset({' Sosis'}),frozenset({' Bakso'}),0.2937853107344633,0.2542372881355932,0.1751412429378531,0.5961538461538461,2.344871794871795,0.10045006224265057,1.8466505246166263
frozenset({' Bakso'}),frozenset({' Telur'}),0.2542372881355932,0.5084745762711864,0.21468926553672316,0.8444444444444444,1.6607407407407409,0.08541606817964187,3.1598062953995156
frozenset({' Telur'}),frozenset({' Bakso'}),0.5084745762711864,0.2542372881355932,0.21468926553672316,0.4222222222222222,1.6607407407407409,0.08541606817964187,1.2907431551499349
frozenset({' Bakso'}),frozenset({'Indomie'}),0.2542372881355932,0.6836158192090396,0.24293785310734464,0.9555555555555556,1.3977961432506887,0.06913722110504644,7.118644067796617
frozenset({'Indomie'}),frozenset({' Bakso'}),0.6836158192090396,0.2542372881355932,0.24293785310734464,0.35537190082644626,1.3977961432506887,0.06913722110504644,1.156888309430682
frozenset({' Coklat'}),frozenset({' Es Cream'}),0.3107344632768362,0.4293785310734463,0.21468926553672316,0.6909090909090908,1.609090909090909,0.08126655814101949,1.8461282818212024
frozenset({' Es Cream'}),frozenset({' Coklat'}),0.4293785310734463,0.3107344632768362,0.21468926553672316,0.5,1.609090909090909,0.08126655814101949,1.3785310734463276
frozenset({' Coklat'}),frozenset({' Minumal Dingin'}),0.3107344632768362,0.4293785310734463,0.192090395480226,0.6181818181818182,1.439712918660287,0.05866768808452233,1.4944847995695452
frozenset({' Minumal Dingin'}),frozenset({' Coklat'}),0.4293785310734463,0.3107344632768362,0.192090395480226,0.4473684210526316,1.439712918660287,0.05866768808452233,1.2472423997847728
frozenset({' Coklat'}),frozenset({' Minyak Goreng'}),0.3107344632768362,0.2937853107344633,0.10734463276836158,0.3454545454545454,1.1758741258741257,0.01605541191866959,1.0789391086001257
frozenset({' Minyak Goreng'}),frozenset({' Coklat'}),0.2937853107344633,0.3107344632768362,0.10734463276836158,0.36538461538461536,1.1758741258741257,0.01605541191866959,1.086115391200137
frozenset({' Coklat'}),frozenset({' Permen'}),0.3107344632768362,0.21468926553672316,0.11299435028248588,0.3636363636363636,1.69377990430622,0.04628299658463404,1.234059725585149
frozenset({' Permen'}),frozenset({' Coklat'}),0.21468926553672316,0.3107344632768362,0.11299435028248588,0.5263157894736842,1.6937799043062198,0.04628299658463404,1.4551161330822346
frozenset({' Snack'}),frozenset({' Coklat'}),0.21468926553672316,0.3107344632768362,0.11299435028248588,0.5263157894736842,1.6937799043062198,0.04628299658463404,1.4551161330822346
frozenset({' Coklat'}),frozenset({' Snack'}),0.3107344632768362,0.21468926553672316,0.11299435028248588,0.3636363636363636,1.69377990430622,0.04628299658463404,1.234059725585149
frozenset({' Coklat'}),frozenset({' Sosis'}),0.3107344632768362,0.2937853107344633,0.13559322033898305,0.43636363636363634,1.4853146853146852,0.04430399948929106,1.2529615454711134
frozenset({' Sosis'}),frozenset({' Coklat'}),0.2937853107344633,0.3107344632768362,0.13559322033898305,0.4615384615384615,1.485314685314685,0.04430399948929106,1.2800645682001612
frozenset({' Coklat'}),frozenset({' Telur'}),0.3107344632768362,0.5084745762711864,0.15819209039548024,0.5090909090909091,1.0012121212121214,0.00019151584793641874,1.0012554927809167
frozenset({' Telur'}),frozenset({' Coklat'}),0.5084745762711864,0.3107344632768362,0.15819209039548024,0.31111111111111117,1.0012121212121214,0.00019151584793641874,1.0005467468562055
frozenset({' Tisu Basah'}),frozenset({' Coklat'}),0.22033898305084745,0.3107344632768362,0.1016949152542373,0.46153846153846156,1.4853146853146852,0.033227999616968304,1.2800645682001615
frozenset({' Coklat'}),frozenset({' Tisu Basah'}),0.3107344632768362,0.22033898305084745,0.1016949152542373,0.32727272727272727,1.4853146853146852,0.033227999616968304,1.1589555657352268
frozenset({' Coklat'}),frozenset({'Indomie'}),0.3107344632768362,0.6836158192090396,0.24293785310734464,0.7818181818181817,1.1436513899323815,0.030514858437869052,1.450094161958568
frozenset({'Indomie'}),frozenset({' Coklat'}),0.6836158192090396,0.3107344632768362,0.24293785310734464,0.35537190082644626,1.1436513899323815,0.030514858437869052,1.0692452556859335
frozenset({' Deterjen'}),frozenset({' Minyak Goreng'}),0.1638418079096045,0.2937853107344633,0.13559322033898305,0.8275862068965518,2.816976127320955,0.08745890389096364,4.096045197740116
frozenset({' Minyak Goreng'}),frozenset({' Deterjen'}),0.2937853107344633,0.1638418079096045,0.13559322033898305,0.4615384615384615,2.816976127320955,0.08745890389096364,1.5528652138821628
frozenset({' Telur'}),frozenset({' Deterjen'}),0.5084745762711864,0.1638418079096045,0.12429378531073447,0.24444444444444446,1.491954022988506,0.04098439145839319,1.106679960119641
frozenset({' Deterjen'}),frozenset({' Telur'}),0.1638418079096045,0.5084745762711864,0.12429378531073447,0.7586206896551725,1.491954022988506,0.04098439145839319,2.0363196125907996
frozenset({' Deterjen'}),frozenset({'Indomie'}),0.1638418079096045,0.6836158192090396,0.14124293785310735,0.8620689655172414,1.261043032202907,0.029238086118292955,2.293785310734464
frozenset({'Indomie'}),frozenset({' Deterjen'}),0.6836158192090396,0.1638418079096045,0.14124293785310735,0.2066115702479339,1.261043032202907,0.029238086118292955,1.0539077212806027
frozenset({' Es Cream'}),frozenset({' Mentega'}),0.4293785310734463,0.20903954802259886,0.1016949152542373,0.2368421052631579,1.1330014224751068,0.011937821188036657,1.036430937073836
frozenset({' Mentega'}),frozenset({' Es Cream'}),0.20903954802259886,0.4293785310734463,0.1016949152542373,0.48648648648648657,1.1330014224751068,0.011937821188036657,1.1112102289622363
frozenset({' Es Cream'}),frozenset({' Minumal Dingin'}),0.4293785310734463,0.4293785310734463,0.2542372881355932,0.5921052631578947,1.3789819944598338,0.06987136518880271,1.3989429560780022
frozenset({' Minumal Dingin'}),frozenset({' Es Cream'}),0.4293785310734463,0.4293785310734463,0.2542372881355932,0.5921052631578947,1.3789819944598338,0.06987136518880271,1.3989429560780022
frozenset({' Es Cream'}),frozenset({' Minyak Kayu Putih'}),0.4293785310734463,0.14124293785310735,0.1016949152542373,0.2368421052631579,1.676842105263158,0.04104823007437199,1.1252678745373077
frozenset({' Minyak Kayu Putih'}),frozenset({' Es Cream'}),0.14124293785310735,0.4293785310734463,0.1016949152542373,0.7200000000000001,1.6768421052631581,0.04104823007437199,2.037933817594835
frozenset({' Es Cream'}),frozenset({' Permen'}),0.4293785310734463,0.21468926553672316,0.15819209039548024,0.368421052631579,1.71606648199446,0.06600912892208499,1.2434086629001884
frozenset({' Permen'}),frozenset({' Es Cream'}),0.21468926553672316,0.4293785310734463,0.15819209039548024,0.736842105263158,1.71606648199446,0.06600912892208499,2.1683615819209043
frozenset({' Snack'}),frozenset({' Es Cream'}),0.21468926553672316,0.4293785310734463,0.15254237288135594,0.7105263157894738,1.6547783933518008,0.060359411407960695,1.9712378017462768
frozenset({' Es Cream'}),frozenset({' Snack'}),0.4293785310734463,0.21468926553672316,0.15254237288135594,0.3552631578947369,1.6547783933518008,0.060359411407960695,1.2180329759022255
frozenset({' Snak'}),frozenset({' Es Cream'}),0.20903954802259886,0.4293785310734463,0.12429378531073447,0.5945945945945946,1.3847795163584637,0.03453669124453383,1.407532956685499
frozenset({' Es Cream'}),frozenset({' Snak'}),0.4293785310734463,0.20903954802259886,0.12429378531073447,0.2894736842105263,1.3847795163584637,0.03453669124453383,1.1132035990793054
frozenset({' Es Cream'}),frozenset({' Sosis'}),0.4293785310734463,0.2937853107344633,0.1638418079096045,0.381578947368421,1.2988360323886639,0.03769670273548467,1.1419641783868253
frozenset({' Sosis'}),frozenset({' Es Cream'}),0.2937853107344633,0.4293785310734463,0.1638418079096045,0.5576923076923076,1.2988360323886639,0.03769670273548467,1.2901007123556862
frozenset({' Es Cream'}),frozenset({' Teh Celup'}),0.4293785310734463,0.21468926553672316,0.10734463276836158,0.25,1.1644736842105263,0.01516167129496633,1.0470809792843692
frozenset({' Teh Celup'}),frozenset({' Es Cream'}),0.21468926553672316,0.4293785310734463,0.10734463276836158,0.5,1.1644736842105263,0.01516167129496633,1.1412429378531073
frozenset({' Tisu Basah'}),frozenset({' Es Cream'}),0.22033898305084745,0.4293785310734463,0.12994350282485875,0.5897435897435898,1.3734817813765183,0.035334673944268896,1.3908898305084745
frozenset({' Es Cream'}),frozenset({' Tisu Basah'}),0.4293785310734463,0.22033898305084745,0.12994350282485875,0.3026315789473684,1.3734817813765183,0.035334673944268896,1.1180044771346338
frozenset({' Es Cream'}),frozenset({'Indomie'}),0.4293785310734463,0.6836158192090396,0.3163841807909605,0.736842105263158,1.0778599391039583,0.022854224520412414,1.20225988700565
frozenset({'Indomie'}),frozenset({' Es Cream'}),0.6836158192090396,0.4293785310734463,0.3163841807909605,0.4628099173553719,1.0778599391039583,0.022854224520412414,1.0622338113863536
frozenset({' Garam'}),frozenset({' Gula'}),0.1977401129943503,0.2033898305084746,0.15254237288135594,0.7714285714285715,3.7928571428571427,0.11232404481470842,3.4851694915254243
frozenset({' Gula'}),frozenset({' Garam'}),0.2033898305084746,0.1977401129943503,0.15254237288135594,0.75,3.7928571428571427,0.11232404481470842,3.2090395480225986
frozenset({' Garam'}),frozenset({' Mentega'}),0.1977401129943503,0.20903954802259886,0.11864406779661017,0.6,2.8702702702702703,0.07730856395033356,1.9774011299435028
frozenset({' Mentega'}),frozenset({' Garam'}),0.20903954802259886,0.1977401129943503,0.11864406779661017,0.5675675675675677,2.8702702702702707,0.07730856395033356,1.855225988700565
frozenset({' Garam'}),frozenset({' Minyak Goreng'}),0.1977401129943503,0.2937853107344633,0.1638418079096045,0.8285714285714285,2.82032967032967,0.10574866736889144,4.119585687382297
frozenset({' Minyak Goreng'}),frozenset({' Garam'}),0.2937853107344633,0.1977401129943503,0.1638418079096045,0.5576923076923076,2.8203296703296696,0.10574866736889144,1.8138049619258163
frozenset({' Teh Celup'}),frozenset({' Garam'}),0.21468926553672316,0.1977401129943503,0.1016949152542373,0.4736842105263158,2.395488721804511,0.059242235628331585,1.5242937853107343
frozenset({' Garam'}),frozenset({' Teh Celup'}),0.1977401129943503,0.21468926553672316,0.1016949152542373,0.5142857142857143,2.3954887218045116,0.059242235628331585,1.6168162180126289
frozenset({' Telur'}),frozenset({' Garam'}),0.5084745762711864,0.1977401129943503,0.14124293785310735,0.2777777777777778,1.4047619047619047,0.040697117686488565,1.1108213820078225
frozenset({' Garam'}),frozenset({' Telur'}),0.1977401129943503,0.5084745762711864,0.14124293785310735,0.7142857142857143,1.4047619047619049,0.040697117686488565,1.7203389830508475
frozenset({' Garam'}),frozenset({'Indomie'}),0.1977401129943503,0.6836158192090396,0.1638418079096045,0.8285714285714285,1.2120425029515938,0.02866353857448367,1.8455743879472686
frozenset({'Indomie'}),frozenset({' Garam'}),0.6836158192090396,0.1977401129943503,0.1638418079096045,0.23966942148760328,1.2120425029515938,0.02866353857448367,1.0551461557356914
frozenset({' Gula'}),frozenset({' Mentega'}),0.2033898305084746,0.20903954802259886,0.14689265536723164,0.7222222222222222,3.454954954954955,0.10437613712534713,2.847457627118644
frozenset({' Mentega'}),frozenset({' Gula'}),0.20903954802259886,0.2033898305084746,0.14689265536723164,0.7027027027027027,3.454954954954955,0.10437613712534713,2.6795069337442223
frozenset({' Minumal Dingin'}),frozenset({' Gula'}),0.4293785310734463,0.2033898305084746,0.10734463276836158,0.25,1.2291666666666665,0.020013406109355536,1.0621468926553672
frozenset({' Gula'}),frozenset({' Minumal Dingin'}),0.2033898305084746,0.4293785310734463,0.10734463276836158,0.5277777777777777,1.2291666666666665,0.020013406109355536,1.208374875373878
frozenset({' Minyak Goreng'}),frozenset({' Gula'}),0.2937853107344633,0.2033898305084746,0.1694915254237288,0.5769230769230769,2.8365384615384612,0.10973858086756677,1.8828967642526961
frozenset({' Gula'}),frozenset({' Minyak Goreng'}),0.2033898305084746,0.2937853107344633,0.1694915254237288,0.8333333333333333,2.8365384615384612,0.10973858086756677,4.237288135593219
frozenset({' Sosis'}),frozenset({' Gula'}),0.2937853107344633,0.2033898305084746,0.11864406779661017,0.40384615384615385,1.985576923076923,0.058891123240448144,1.3362493165664298
frozenset({' Gula'}),frozenset({' Sosis'}),0.2033898305084746,0.2937853107344633,0.11864406779661017,0.5833333333333333,1.9855769230769227,0.058891123240448144,1.6949152542372878
frozenset({' Teh Celup'}),frozenset({' Gula'}),0.21468926553672316,0.2033898305084746,0.11299435028248588,0.5263157894736842,2.587719298245614,0.06932873695298286,1.6817325800376646
frozenset({' Gula'}),frozenset({' Teh Celup'}),0.2033898305084746,0.21468926553672316,0.11299435028248588,0.5555555555555555,2.587719298245614,0.06932873695298286,1.7669491525423724
frozenset({' Telur'}),frozenset({' Gula'}),0.5084745762711864,0.2033898305084746,0.1638418079096045,0.3222222222222222,1.584259259259259,0.06042325002393947,1.1753264795776603
frozenset({' Gula'}),frozenset({' Telur'}),0.2033898305084746,0.5084745762711864,0.1638418079096045,0.8055555555555555,1.5842592592592593,0.06042325002393947,2.5278450363196114
frozenset({'Indomie'}),frozenset({' Gula'}),0.6836158192090396,0.2033898305084746,0.1807909604519774,0.2644628099173554,1.300275482093664,0.04175045485013884,1.0830318034660065
frozenset({' Gula'}),frozenset({'Indomie'}),0.2033898305084746,0.6836158192090396,0.1807909604519774,0.8888888888888888,1.3002754820936637,0.04175045485013884,2.8474576271186427
frozenset({' Minumal Dingin'}),frozenset({' Mentega'}),0.4293785310734463,0.20903954802259886,0.11864406779661017,0.27631578947368424,1.3218349928876247,0.028886973730409535,1.0929635336415
frozenset({' Mentega'}),frozenset({' Minumal Dingin'}),0.20903954802259886,0.4293785310734463,0.11864406779661017,0.5675675675675677,1.3218349928876247,0.028886973730409535,1.3195621468926555
frozenset({' Minyak Goreng'}),frozenset({' Mentega'}),0.2937853107344633,0.20903954802259886,0.15819209039548024,0.5384615384615384,2.575883575883576,0.09677934182386927,1.7137476459510357
frozenset({' Mentega'}),frozenset({' Minyak Goreng'}),0.20903954802259886,0.2937853107344633,0.15819209039548024,0.7567567567567569,2.575883575883576,0.09677934182386927,2.903327055869431
frozenset({' Sosis'}),frozenset({' Mentega'}),0.2937853107344633,0.20903954802259886,0.12429378531073447,0.4230769230769231,2.023908523908524,0.0628810367391235,1.3709981167608287
frozenset({' Mentega'}),frozenset({' Sosis'}),0.20903954802259886,0.2937853107344633,0.12429378531073447,0.5945945945945946,2.0239085239085237,0.0628810367391235,1.7419962335216574
frozenset({' Teh Celup'}),frozenset({' Mentega'}),0.21468926553672316,0.20903954802259886,0.10734463276836158,0.5,2.391891891891892,0.06246608573526126,1.5819209039548023
frozenset({' Mentega'}),frozenset({' Teh Celup'}),0.20903954802259886,0.21468926553672316,0.10734463276836158,0.5135135135135135,2.3918918918918917,0.06246608573526126,1.6142498430634022
frozenset({' Telur'}),frozenset({' Mentega'}),0.5084745762711864,0.20903954802259886,0.1638418079096045,0.3222222222222222,1.5414414414414415,0.057550512304893234,1.1669908307863295
frozenset({' Mentega'}),frozenset({' Telur'}),0.20903954802259886,0.5084745762711864,0.1638418079096045,0.7837837837837838,1.5414414414414415,0.057550512304893234,2.2733050847457625
frozenset({'Indomie'}),frozenset({' Mentega'}),0.6836158192090396,0.20903954802259886,0.192090395480226,0.2809917355371901,1.3442037078400715,0.04918765361166971,1.1000714332099486
frozenset({' Mentega'}),frozenset({'Indomie'}),0.20903954802259886,0.6836158192090396,0.192090395480226,0.918918918918919,1.3442037078400715,0.04918765361166971,3.9020715630885143
